"DateTime","Hagar Verð ","Hagar Magn"
"2016-09-05 18:00:00",50.1,15038842
"2016-09-06 18:00:00",50.3,2959258
"2016-09-07 18:00:00",50.3,1513942
"2016-09-08 18:00:00",50,5840000
"2016-09-09 18:00:00",50,8404914
"2016-09-12 18:00:00",50.6,1359556
"2016-09-13 18:00:00",50.2,1379895
"2016-09-14 18:00:00",50.3,20664262
"2016-09-15 18:00:00",50.8,10645304
"2016-09-16 18:00:00",51.9,4530000
"2016-09-19 18:00:00",51.8,4800000
"2016-09-20 18:00:00",51.8,0
"2016-09-21 18:00:00",51,4852337
"2016-09-22 18:00:00",51.4,9108368
"2016-09-23 18:00:00",51.95,3185800
"2016-09-26 18:00:00",51.4,6601403
"2016-09-27 18:00:00",51.4,3662364
"2016-09-28 18:00:00",51.2,4609450
"2016-09-29 18:00:00",50.9,2239013
"2016-09-30 18:00:00",50.5,4852200
"2016-10-03 18:00:00",51.4,7108847
"2016-10-04 18:00:00",52,7460000
"2016-10-05 18:00:00",52.4,5500623
"2016-10-06 18:00:00",52.4,3200000
"2016-10-07 18:00:00",52.3,2561399
"2016-10-10 18:00:00",52.25,3761687
"2016-10-11 18:00:00",53.1,16316900
"2016-10-12 18:00:00",52.6,1546764
"2016-10-13 18:00:00",52.5,2649013
"2016-10-14 18:00:00",53.4,15807257
"2016-10-17 18:00:00",53.25,2622002
"2016-10-18 18:00:00",52.9,3800000
"2016-10-19 18:00:00",53.15,7776050
"2016-10-20 18:00:00",53,2558148
"2016-10-21 18:00:00",52.9,42715
"2016-10-24 18:00:00",52.9,4239013
"2016-10-25 18:00:00",52.7,675925
"2016-10-26 18:00:00",53.7,11535800
"2016-10-27 18:00:00",53.9,6627250
"2016-10-28 18:00:00",51.9,11437513
"2016-10-31 18:00:00",52,18606992
"2016-11-01 18:00:00",51.4,1860000
"2016-11-02 18:00:00",50.85,9924275
"2016-11-03 18:00:00",51,2138800
"2016-11-04 18:00:00",50.95,3500000
"2016-11-07 18:00:00",51.2,1504000
"2016-11-08 18:00:00",52.1,8160000
"2016-11-09 18:00:00",51.9,491080
"2016-11-10 18:00:00",52.5,5001623
"2016-11-11 18:00:00",52.8,1938573
"2016-11-14 18:00:00",52.4,270000
"2016-11-15 18:00:00",53.2,5476813
"2016-11-16 18:00:00",52.35,2209613
"2016-11-17 18:00:00",52.4,3686111
"2016-11-18 18:00:00",52.95,6311165
"2016-11-21 18:00:00",52.95,3831651
"2016-11-22 18:00:00",53.2,2203670
"2016-11-23 18:00:00",53,3992774
"2016-11-24 18:00:00",53.4,4383185
"2016-11-25 18:00:00",52.95,3557558
"2016-11-28 18:00:00",52.6,69766
"2016-11-29 18:00:00",52.6,2570000
"2016-11-30 18:00:00",52.2,580000
"2016-12-01 18:00:00",52.9,2598879
"2016-12-02 18:00:00",52.2,900000
"2016-12-05 18:00:00",51.7,72524
"2016-12-06 18:00:00",51.9,3220000
"2016-12-07 18:00:00",52.6,7521079
"2016-12-08 18:00:00",53.2,8715000
"2016-12-09 18:00:00",53.35,2007000
"2016-12-12 18:00:00",53.6,234650
"2016-12-13 18:00:00",53.1,4500
"2016-12-14 18:00:00",54.45,4130000
"2016-12-15 18:00:00",54.1,953000
"2016-12-16 18:00:00",54.8,581555
"2016-12-19 18:00:00",54.5,5305100
"2016-12-20 18:00:00",54.5,4924843
"2016-12-21 18:00:00",54.3,6680000
"2016-12-22 18:00:00",54.3,2000000
"2016-12-23 18:00:00",54.6,4295925
"2016-12-27 18:00:00",54.4,519114
"2016-12-28 18:00:00",54.2,4053129
"2016-12-29 18:00:00",54.1,5661408
"2016-12-30 18:00:00",54,7768684
"2017-01-02 18:00:00",54.35,5766291
"2017-01-03 18:00:00",54.45,578374
"2017-01-04 18:00:00",54,1085000
"2017-01-05 18:00:00",52.9,6096455
"2017-01-06 18:00:00",51.4,4324222
"2017-01-09 18:00:00",51.2,4774508
"2017-01-10 18:00:00",51.4,2549150
"2017-01-11 18:00:00",51.3,1079244
"2017-01-12 18:00:00",50.9,407900
"2017-01-13 18:00:00",51.2,605700
"2017-01-16 18:00:00",51,2500000
"2017-01-17 18:00:00",50.2,1688000
"2017-01-18 18:00:00",49.5,3730000
"2017-01-19 18:00:00",50.3,7412856
"2017-01-20 18:00:00",51.2,3037037
"2017-01-23 18:00:00",50.8,1000000
"2017-01-24 18:00:00",50.5,1102050
"2017-01-25 18:00:00",50.65,2500000
"2017-01-26 18:00:00",51,7502171
"2017-01-27 18:00:00",50.9,2349863
"2017-01-30 18:00:00",50.8,490000
"2017-01-31 18:00:00",51.2,2038990
"2017-02-01 18:00:00",50.2,5150000
"2017-02-02 18:00:00",51.9,12121000
"2017-02-03 18:00:00",52.4,7063601
"2017-02-06 18:00:00",52.65,770195
"2017-02-07 18:00:00",52.2,3934074
"2017-02-08 18:00:00",52.2,0
"2017-02-09 18:00:00",51.7,6209000
"2017-02-10 18:00:00",52,20371242
"2017-02-13 18:00:00",52.4,5998441
"2017-02-14 18:00:00",52,2167152
"2017-02-15 18:00:00",50.45,9829586
"2017-02-16 18:00:00",50.1,3538588
"2017-02-17 18:00:00",49.5,3735129
"2017-02-20 18:00:00",48.35,8778598
"2017-02-21 18:00:00",48.35,12979106
"2017-02-22 18:00:00",48.8,5352220
"2017-02-23 18:00:00",48.2,4387160
"2017-02-24 18:00:00",47.6,3101851
"2017-02-27 18:00:00",47.75,10214474
"2017-02-28 18:00:00",48.526,8166093
"2017-03-01 18:00:00",49.05,4452650
"2017-03-02 18:00:00",49,159248
"2017-03-03 18:00:00",49,0
"2017-03-06 18:00:00",48.4,3002662
"2017-03-07 18:00:00",47.9,3834271
"2017-03-08 18:00:00",47,3434410
"2017-03-09 18:00:00",46.95,13550000
"2017-03-10 18:00:00",46.4,4400000
"2017-03-13 18:00:00",46.7,12946457
"2017-03-14 18:00:00",48.4,14001012
"2017-03-15 18:00:00",48.8,8127015
"2017-03-16 18:00:00",48.3,1400000
"2017-03-17 18:00:00",49,3714703
"2017-03-20 18:00:00",49.4,3874817
"2017-03-21 18:00:00",47.9,5152434
"2017-03-22 18:00:00",47.1,1374074
"2017-03-23 18:00:00",46.6,2700000
"2017-03-24 18:00:00",45.5,15189747
"2017-03-27 18:00:00",45.95,15162190
"2017-03-28 18:00:00",46.6,8366437
"2017-03-29 18:00:00",46.55,687536
"2017-03-30 18:00:00",46.1,939744
"2017-03-31 18:00:00",45.95,4325993
"2017-04-03 18:00:00",46.225,1380435
"2017-04-04 18:00:00",47.6,23956037
"2017-04-05 18:00:00",49,22773928
"2017-04-06 18:00:00",49.2,6830233
"2017-04-07 18:00:00",48.6,2669290
"2017-04-10 18:00:00",48.65,1534532
"2017-04-11 18:00:00",48.1,4199785
"2017-04-12 18:00:00",48.6,52650
"2017-04-18 18:00:00",48.55,285000
"2017-04-19 18:00:00",48.6,2000000
"2017-04-21 18:00:00",48.925,1000000
"2017-04-24 18:00:00",49.125,2413900
"2017-04-25 18:00:00",49.05,3260000
"2017-04-26 18:00:00",49.05,885000
"2017-04-27 18:00:00",51.9,16090437
"2017-04-28 18:00:00",53.9,10757087
"2017-05-02 18:00:00",54.9,14150200
"2017-05-03 18:00:00",54.9,202000
"2017-05-04 18:00:00",54.55,3305900
"2017-05-05 18:00:00",54.7,5339300
"2017-05-08 18:00:00",54.9,1972074
"2017-05-09 18:00:00",55,4920000
"2017-05-10 18:00:00",55.4,6273550
"2017-05-11 18:00:00",55,1898537
"2017-05-12 18:00:00",55.6,4132050
"2017-05-15 18:00:00",55.85,6394254
"2017-05-16 18:00:00",53.65,13039887
"2017-05-17 18:00:00",55,6838167
"2017-05-18 18:00:00",54.6,8786000
"2017-05-19 18:00:00",54,8394136
"2017-05-22 18:00:00",52.9,6110950
"2017-05-23 18:00:00",55.2,4083492
"2017-05-24 18:00:00",55.2,9115807
"2017-05-26 18:00:00",54,7024000
"2017-05-29 18:00:00",52.7,17668000
"2017-05-30 18:00:00",52.7,4392958
"2017-05-31 18:00:00",52.7,2002846
"2017-06-01 18:00:00",51.9,3935700
"2017-06-02 18:00:00",50.3,21550769
"2017-06-06 18:00:00",49.65,8484284
"2017-06-07 18:00:00",48.6,2620111
"2017-06-08 18:00:00",47.5,6002058
"2017-06-09 18:00:00",48,8160700
