Date,DAX_Price,DAX_Open,DAX_High,DAX_Low,DAX_Volume,DJI_Price,DJI_Open,DJI_High,DJI_Low,DJI_Volume,FCHI_Price,FCHI_Open,FCHI_High,FCHI_Low,FCHI_Volume,FTSE_Price,FTSE_Open,FTSE_High,FTSE_Low,FTSE_Volume,IBEX_Price,IBEX_Open,IBEX_High,IBEX_Low,IBEX_Volume,IXIC_Price,IXIC_Open,IXIC_High,IXIC_Low,IXIC_Volume,N225_Price,N225_Open,N225_High,N225_Low,N225_Volume,NOMXIBB_Price,NOMXIBB_Open,NOMXIBB_High,NOMXIBB_Low,NOMXIBB_Volume,NOMXINOM_Price,NOMXINOM_Open,NOMXINOM_High,NOMXINOM_Low,NOMXINOM_Volume,NOMXIREAL_Price,NOMXIREAL_Open,NOMXIREAL_High,NOMXIREAL_Low,NOMXIREAL_Volume,OMXC20_Price,OMXC20_Open,OMXC20_High,OMXC20_Low,OMXC20_Volume,OMXI8_Price,OMXI8_Open,OMXI8_High,OMXI8_Low,OMXI8_Volume,OMXIGI_Price,OMXIGI_Open,OMXIGI_High,OMXIGI_Low,OMXIGI_Volume,OMXIMCPI_Price,OMXIMCPI_Open,OMXIMCPI_High,OMXIMCPI_Low,OMXIMCPI_Volume,OMXIPI_Price,OMXIPI_Open,OMXIPI_High,OMXIPI_Low,OMXIPI_Volume,OMXISCPI_Price,OMXISCPI_Open,OMXISCPI_High,OMXISCPI_Low,OMXISCPI_Volume,OMXS30_Price,OMXS30_Open,OMXS30_High,OMXS30_Low,OMXS30_Volume,PSI20_Price,PSI20_Open,PSI20_High,PSI20_Low,PSI20_Volume,SSMI_Price,SSMI_Open,SSMI_High,SSMI_Low,SSMI_Volume,STOXX50E_Price,STOXX50E_Open,STOXX50E_High,STOXX50E_Low,STOXX50E_Volume,VIX_Price,VIX_Open,VIX_High,VIX_Low,VIX_Volume
2011-10-03,5376.7,5311.93,5437.74,5289.04,132.11M,10655.3,10912.1,10979.19,10653.34,242.87M,2926.83,2913.07,2946.38,2888.83,161.44M,5075.5,5128.48,5128.48,4983.28,774.95M,8353.8,8346.6,8394.4,8288.8,178.80M,2335.83,2401.19,2430.88,2335.23,710.58M,8545.48,8567.98,8577.52,8455.67,143.68K,,,,,,,,,,,,,,,,349.82,346.36,351.46,344.79,-,890.56,891.19,893.29,890.56,-,253.46,253.75,254.11,253.46,-,41.82,41.78,41.96,41.78,-,576.0,576.67,577.49,576.0,-,95.09,96.17,96.17,94.56,-,902.72,892.43,909.24,885.45,122.44M,5737.78,5792.84,5811.46,5737.78,52.71M,5495.69,5460.63,5526.2,5426.82,57.43M,2138.24,2146.7,2153.9,2108.72,85.21M,45.45,44.25,45.55,41.51,-
2011-10-04,5216.71,5284.11,5288.78,5125.44,204.74M,10808.71,10651.44,10825.44,10404.49,267.44M,2850.55,2884.54,2884.62,2808.22,220.97M,4944.44,5075.5,5075.5,4868.6,1.17B,8225.4,8267.8,8271.9,8065.1,268.61M,2404.82,2312.68,2406.67,2298.89,845.16M,8456.12,8426.39,8470.76,8359.24,158.67K,,,,,,,,,,,,,,,,342.02,346.81,346.96,339.06,-,879.79,890.59,892.37,879.41,-,250.35,253.47,254.37,250.35,-,41.18,41.82,41.92,41.18,-,568.93,576.02,578.08,568.93,-,95.27,95.1,96.04,95.1,-,867.02,889.02,890.28,855.74,181.77M,5612.88,5684.65,5685.38,5550.45,82.57M,5444.55,5443.83,5458.83,5361.9,78.98M,2091.09,2117.88,2117.88,2054.98,110.80M,40.82,46.18,46.88,40.02,-
2011-10-05,5473.03,5341.43,5486.03,5266.14,178.81M,10939.95,10800.47,10950.89,10738.1,226.44M,2973.9,2921.3,2973.9,2887.82,189.96M,5102.17,4944.44,5121.4,4944.44,932.39M,8477.3,8404.2,8477.3,8295.7,228.97M,2460.51,2398.37,2466.5,2380.96,651.56M,8382.98,8491.43,8501.03,8343.01,158.06K,,,,,,,,,,,,,,,,342.98,346.26,346.62,336.76,-,877.04,879.7,881.11,874.91,-,249.36,250.33,250.88,248.95,-,40.99,41.18,41.2,40.9,-,566.7,568.89,570.15,565.76,-,95.23,95.25,96.36,94.14,-,899.76,884.77,899.76,869.98,137.36M,5773.49,5702.58,5793.02,5649.19,68.49M,5504.99,5522.03,5532.05,5462.25,61.07M,2179.42,2118.75,2180.22,2115.38,100.78M,37.81,40.73,41.2,37.51,-
2011-10-06,5645.25,5511.56,5645.25,5465.55,210.85M,11123.33,10939.87,11132.6,10858.67,190.04M,3075.37,2999.78,3075.37,2995.38,211.30M,5291.26,5102.17,5291.26,5102.17,1.15B,8704.8,8510.4,8704.8,8501.2,275.94M,2506.82,2459.05,2507.44,2446.72,579.84M,8522.02,8463.83,8545.79,8463.83,123.51K,,,,,,,,,,,,,,,,342.77,343.28,345.5,339.75,-,879.53,877.04,884.19,876.1,-,250.05,249.36,251.35,249.12,-,41.05,40.99,41.27,40.94,-,568.27,566.7,571.21,566.14,-,96.12,95.23,96.52,95.22,-,920.5,905.96,920.5,897.4,150.04M,5858.46,5797.38,5888.25,5795.46,73.95M,5640.07,5550.29,5640.07,5545.29,62.56M,2248.78,2191.07,2248.78,2188.76,126.06M,36.27,38.24,38.74,36.15,-
2011-10-07,5675.7,5647.66,5749.13,5606.32,166.60M,11103.12,11123.41,11232.05,11051.13,188.08M,3095.56,3073.94,3126.0,3052.46,168.21M,5303.4,5291.26,5370.89,5261.43,864.88M,8798.4,8728.8,8849.9,8674.1,226.78M,2479.35,2509.61,2512.14,2468.6,547.92M,8605.62,8593.22,8663.57,8589.36,122.38K,,,,,,,,,,,,,,,,343.55,343.9,346.55,338.21,-,875.9,879.44,882.52,875.9,-,248.99,250.03,250.61,248.99,-,40.9,41.04,41.22,40.9,-,565.84,568.22,569.52,565.84,-,95.43,96.11,96.11,95.39,-,918.28,922.97,933.58,912.72,122.76M,5921.13,5869.79,5954.51,5828.73,78.42M,5652.23,5631.93,5685.26,5590.73,60.64M,2269.19,2248.48,2290.73,2237.36,118.65M,36.2,35.67,37.82,35.19,-
2011-10-10,5847.29,5705.4,5872.15,5652.99,147.42M,11433.18,11104.56,11433.33,11104.56,144.27M,3161.47,3121.41,3162.73,3094.17,138.24M,5399.0,5303.4,5413.43,5303.4,611.58M,8892.4,8848.0,8894.4,8790.6,193.05M,2566.05,2522.72,2566.05,2519.78,421.84M,,,,,,,,,,,,,,,,,,,,,349.61,344.42,349.64,343.62,-,875.04,875.97,875.97,871.56,-,248.8,249.01,249.01,247.85,-,40.85,40.9,40.9,40.67,-,565.42,565.88,565.88,563.25,-,95.49,95.44,95.6,95.44,-,948.29,925.01,948.29,921.05,113.23M,6062.66,5961.49,6072.21,5945.07,53.37M,5718.56,5689.28,5729.59,5655.92,40.66M,2320.8,2288.16,2322.57,2267.94,104.43M,33.02,35.45,35.45,32.96,-
2011-10-11,5865.01,5825.91,5883.38,5773.88,139.41M,11416.3,11432.8,11447.86,11365.67,133.36M,3153.52,3151.87,3156.09,3115.05,147.09M,5395.7,5399.0,5399.0,5330.42,636.00M,8845.5,8858.8,8858.9,8732.2,191.61M,2583.03,2554.7,2587.28,2551.94,420.20M,8773.68,8733.54,8806.44,8725.62,112.57K,,,,,,,,,,,,,,,,346.09,349.96,350.12,344.19,-,867.5,875.15,875.28,867.15,-,247.56,248.83,248.88,247.49,-,40.86,40.86,40.86,40.85,-,562.6,565.47,565.6,562.44,-,92.76,95.51,95.63,92.66,-,946.78,947.38,952.21,937.35,89.28M,5986.95,6053.4,6070.69,5944.2,49.86M,5732.19,5707.64,5743.95,5674.41,41.03M,2315.97,2315.29,2320.57,2285.63,148.64M,32.86,33.95,34.24,32.62,-
2011-10-12,5994.47,5851.1,6022.05,5798.16,183.86M,11518.85,11417.36,11625.3,11417.28,188.13M,3229.76,3136.55,3238.07,3121.16,195.67M,5441.8,5395.7,5458.02,5348.16,833.34M,9026.5,8784.8,9029.9,8730.5,227.64M,2604.73,2606.61,2629.49,2602.31,507.46M,8738.9,8719.67,8763.02,8689.38,109.85K,,,,,,,,,,,,,,,,353.91,346.13,354.42,343.43,-,862.86,867.67,867.8,862.86,-,246.18,247.6,247.62,246.18,-,40.59,40.87,40.87,40.59,-,559.46,562.7,562.74,559.46,-,92.74,92.79,92.84,92.72,-,957.74,943.8,960.7,933.51,163.31M,6123.55,5987.92,6150.24,5979.21,55.60M,5781.13,5723.12,5789.86,5705.24,60.20M,2372.15,2311.47,2378.92,2293.37,129.96M,31.26,31.57,31.93,29.79,-
2011-10-13,5914.84,5969.91,6036.02,5878.29,184.77M,11478.13,11518.09,11518.09,11377.82,143.99M,3186.94,3212.54,3251.62,3168.38,210.30M,5403.38,5441.8,5456.09,5368.37,895.90M,8943.5,8996.2,9073.2,8857.7,227.86M,2620.24,2595.05,2625.22,2588.71,436.76M,8823.25,8832.81,8854.16,8808.73,108.26K,,,,,,,,,,,,,,,,349.74,352.16,355.78,349.63,-,866.0,862.65,866.0,862.64,-,247.05,246.13,247.05,246.12,-,40.76,40.58,40.76,40.58,-,561.44,559.34,561.44,559.33,-,92.72,92.7,92.72,92.7,-,936.22,954.84,965.45,933.35,118.84M,6021.44,6122.63,6175.11,5972.2,43.49M,5713.17,5756.62,5775.75,5694.87,62.68M,2332.52,2361.62,2384.41,2319.73,135.38M,30.7,31.99,32.76,30.48,-
2011-10-14,5967.2,5934.78,6037.29,5885.39,185.19M,11644.49,11478.97,11646.83,11478.66,133.57M,3217.89,3200.52,3250.48,3180.05,154.16M,5466.36,5403.38,5501.39,5395.57,673.34M,8975.5,8953.3,9033.4,8840.9,178.74M,2667.85,2655.23,2667.85,2636.0,412.32M,8747.96,8782.91,8787.89,8733.71,108.30K,,,,,,,,,,,,,,,,349.29,350.26,354.01,348.54,-,863.36,866.22,866.38,863.36,-,246.13,247.11,247.14,246.11,-,40.65,40.77,40.82,40.65,-,559.35,561.57,561.65,559.31,-,92.01,92.76,92.78,91.16,-,956.39,940.08,959.67,936.8,110.08M,6086.82,6016.39,6138.1,6004.02,42.05M,5761.12,5734.13,5804.94,5708.99,45.16M,2355.48,2339.65,2379.86,2320.55,123.55M,28.24,29.07,29.96,28.08,-
2011-10-17,5859.43,6021.29,6081.41,5819.97,177.50M,11397.0,11643.35,11643.35,11378.35,140.36M,3166.06,3241.97,3266.57,3149.93,155.77M,5436.7,5466.36,5543.72,5405.2,720.60M,8864.3,9032.5,9087.8,8825.3,177.40M,2614.92,2653.32,2658.25,2606.91,441.27M,8879.6,8881.44,8911.7,8856.58,95.93K,,,,,,,,,,,,,,,,342.61,350.5,351.86,341.32,-,860.53,863.32,863.32,860.53,-,245.3,246.12,246.12,245.3,-,40.55,40.64,40.64,40.55,-,557.46,559.33,559.33,557.46,-,91.23,92.0,92.0,91.23,-,939.4,963.12,969.6,933.33,119.80M,6002.63,6119.08,6156.86,5965.69,40.76M,5723.41,5790.33,5816.27,5704.94,44.15M,2315.89,2368.79,2393.4,2303.01,106.06M,33.39,30.35,33.39,30.12,-
2011-10-18,5877.41,5781.77,5907.46,5747.65,153.04M,11577.05,11396.17,11652.74,11296.12,201.41M,3141.1,3125.24,3152.09,3088.32,153.52M,5410.35,5436.7,5436.7,5348.64,754.54M,8811.3,8782.8,8831.2,8715.1,165.34M,2657.43,2614.05,2667.57,2586.31,524.34M,8741.91,8758.74,8773.99,8727.39,81.59K,,,,,,,,,,,,,,,,345.84,341.35,345.86,337.68,-,860.47,860.33,860.47,859.36,-,245.46,245.25,245.46,245.0,-,40.5,40.55,40.55,40.5,-,557.82,557.35,557.82,556.77,-,92.13,91.19,92.13,91.18,-,945.53,932.02,949.45,926.59,105.11M,5995.65,5958.54,6046.34,5905.08,37.65M,5682.51,5685.55,5700.93,5648.62,49.86M,2306.81,2298.05,2314.01,2269.53,87.77M,31.56,33.37,34.71,29.69,-
2011-10-19,5913.53,5909.58,5977.75,5874.85,141.35M,11504.62,11577.54,11633.7,11469.17,169.58M,3157.34,3166.24,3184.33,3137.05,187.33M,5450.49,5410.35,5483.79,5410.35,723.01M,8849.5,8881.1,8907.3,8800.5,189.56M,2604.04,2642.89,2651.88,2597.77,505.56M,8772.54,8808.25,8831.55,8745.36,91.18K,,,,,,,,,,,,,,,,342.98,346.68,347.27,342.24,-,861.52,862.37,864.11,861.47,-,245.83,245.92,246.51,245.68,-,40.56,40.59,40.69,40.54,-,558.66,558.87,560.22,558.33,-,92.29,92.18,92.31,92.18,-,942.22,950.08,952.71,939.24,133.94M,5981.5,6009.51,6031.75,5970.05,44.64M,5699.98,5716.14,5734.2,5686.64,42.49M,2330.08,2316.72,2345.12,2311.61,91.75M,34.44,32.92,35.47,31.91,-
2011-10-20,5766.48,5834.42,5914.87,5752.83,172.12M,11541.78,11502.13,11581.25,11391.14,166.10M,3084.07,3108.36,3148.4,3082.12,188.07M,5384.68,5450.49,5450.49,5363.16,796.89M,8608.2,8740.1,8822.3,8573.9,236.39M,2598.62,2605.42,2606.39,2557.17,516.28M,8682.15,8733.6,8733.6,8672.21,109.21K,,,,,,,,,,,,,,,,342.43,341.99,344.71,340.7,-,862.29,861.59,863.27,860.56,-,246.0,245.84,246.29,245.79,-,40.59,40.56,40.65,40.56,-,559.05,558.69,559.71,558.57,-,92.29,92.3,92.32,92.18,-,934.05,932.65,951.3,927.38,148.27M,5912.28,5940.43,5967.56,5881.92,51.35M,5657.66,5665.29,5722.17,5650.04,57.53M,2271.77,2311.92,2324.77,2268.01,140.28M,34.78,34.44,36.87,34.16,-
2011-10-21,5970.96,5800.06,5980.46,5769.19,176.84M,11808.79,11543.22,11812.46,11542.84,264.00M,3171.34,3110.2,3171.34,3092.43,158.79M,5488.65,5384.68,5500.54,5384.68,730.20M,8853.0,8663.5,8891.8,8657.1,226.38M,2637.46,2630.3,2646.92,2611.11,621.70M,8678.89,8679.04,8700.49,8652.26,96.99K,,,,,,,,,,,,,,,,349.47,345.17,350.03,342.48,-,864.72,862.42,864.82,860.66,-,246.61,246.03,246.64,245.55,-,40.68,40.6,40.68,40.51,-,560.45,559.12,560.5,558.04,-,92.69,92.31,92.71,92.12,-,965.2,938.66,965.74,934.91,134.39M,5993.51,5933.03,5993.51,5885.36,47.23M,5753.52,5687.48,5759.93,5644.8,65.36M,2337.51,2283.85,2340.81,2279.25,118.88M,31.32,32.76,32.98,31.32,-
2011-10-24,6055.27,6014.36,6067.16,5937.58,143.51M,11913.62,11807.96,11940.75,11805.77,161.87M,3220.46,3190.71,3224.09,3156.37,127.80M,5548.06,5488.65,5552.79,5487.21,677.46M,8957.1,8924.9,8976.3,8815.8,153.22M,2699.44,2644.83,2703.07,2643.94,468.79M,8843.98,8764.92,8844.28,8762.02,97.34K,,,,,,,,,,,,,,,,354.35,350.38,354.54,348.7,-,862.86,864.63,864.63,859.53,-,246.05,246.59,246.59,245.24,-,40.57,40.68,40.68,40.41,-,559.17,560.4,560.4,557.33,-,92.65,92.68,92.68,92.64,-,978.08,969.6,978.61,964.41,112.66M,5976.49,6010.47,6022.29,5915.54,54.55M,5788.63,5771.64,5804.24,5746.73,41.16M,2369.07,2346.83,2372.25,2323.69,84.15M,29.26,31.67,31.7,28.84,-
2011-10-25,6046.75,6026.45,6157.93,5964.28,171.99M,11706.62,11912.63,11912.86,11682.52,161.45M,3174.29,3202.06,3228.38,3150.13,145.69M,5525.54,5548.06,5574.13,5465.52,777.72M,8879.6,8929.9,8971.1,8803.8,169.94M,2638.42,2685.86,2685.88,2633.94,465.59M,8762.31,8866.43,8870.37,8755.38,106.71K,,,,,,,,,,,,,,,,355.8,354.29,358.36,352.91,-,865.48,857.94,867.09,857.94,-,246.66,244.85,247.22,244.85,-,40.73,40.33,40.79,40.33,-,560.54,556.45,561.82,556.45,-,92.21,92.66,92.87,92.13,-,975.67,976.35,985.87,965.24,136.17M,5850.88,5966.44,5981.55,5832.62,52.20M,5708.79,5769.72,5798.17,5687.81,60.20M,2343.96,2360.56,2375.17,2321.86,83.60M,32.22,30.68,32.46,30.32,-
2011-10-26,6016.07,6041.16,6143.56,5951.82,151.17M,11869.04,11707.76,11891.21,11694.36,183.73M,3169.62,3167.66,3227.97,3146.11,139.98M,5553.24,5525.54,5576.63,5498.51,705.18M,8832.5,8873.8,8977.1,8787.7,184.48M,2650.67,2660.42,2666.29,2598.74,556.08M,8748.47,8673.85,8798.8,8642.56,108.83K,,,,,,,,,,,,,,,,358.78,355.23,362.43,355.1,-,901.11,865.52,903.02,862.05,-,255.87,246.67,256.33,245.56,-,42.47,40.73,42.56,40.53,-,581.47,560.57,582.53,558.05,-,93.32,92.22,93.37,91.88,-,983.08,973.12,996.67,972.66,113.27M,5840.21,5859.34,5867.74,5781.46,48.07M,5700.5,5686.26,5735.42,5662.43,45.65M,2335.06,2342.73,2380.24,2316.62,88.78M,29.86,30.44,33.3,29.63,-
2011-10-27,6337.84,6222.75,6347.6,6196.6,333.79M,12208.55,11872.07,12284.31,11872.07,251.64M,3368.62,3300.72,3372.54,3243.79,282.37M,5713.82,5553.24,5747.33,5553.24,1.45B,9270.5,9099.0,9305.1,9030.9,303.58M,2738.63,2720.59,2753.37,2694.27,713.32M,8926.54,8779.4,8926.54,8731.77,139.87K,,,,,,,,,,,,,,,,372.32,371.45,376.63,370.33,-,917.35,909.79,918.35,906.8,-,260.13,258.01,260.42,256.96,-,43.31,42.88,43.36,42.67,-,591.17,586.34,591.82,583.95,-,93.46,93.49,93.57,93.45,-,1029.34,1008.45,1029.66,1003.37,173.17M,5992.54,5954.17,6015.79,5931.04,128.23M,5823.0,5815.31,5857.12,5781.08,94.89M,2476.92,2361.68,2482.92,2361.68,156.30M,25.46,24.72,26.46,24.7,-
2011-10-28,6346.19,6364.18,6430.6,6305.5,207.68M,12231.11,12207.34,12251.92,12164.24,163.62M,3348.63,3378.58,3411.22,3333.29,187.22M,5702.24,5713.82,5746.88,5684.95,997.00M,9224.4,9309.4,9351.0,9158.8,268.03M,2737.15,2724.03,2742.27,2723.03,480.01M,9050.47,9059.04,9086.43,9003.09,165.08K,,,,,,,,,,,,,,,,374.75,376.32,379.2,373.18,-,924.08,917.35,943.85,917.35,-,261.82,260.13,267.69,260.13,-,43.56,43.31,44.7,43.31,-,595.01,591.17,608.33,591.17,-,94.41,93.46,94.77,93.46,-,1025.72,1033.61,1037.43,1019.91,129.01M,5945.63,6022.37,6056.95,5945.63,131.34M,5852.66,5830.46,5862.04,5822.14,54.91M,2462.36,2480.89,2506.22,2449.09,118.69M,24.53,26.02,26.02,24.44,-
2011-10-31,6141.34,6283.19,6304.84,6141.34,173.80M,11955.01,12229.22,12229.29,11954.41,185.79M,3242.84,3302.78,3310.3,3242.84,162.60M,5544.22,5702.24,5702.24,5544.22,1.08B,8954.9,9127.4,9178.2,8954.9,190.21M,2684.41,2705.89,2716.7,2684.13,502.70M,8988.39,9011.18,9152.39,8988.39,133.84K,,,,,,,,,,,,,,,,362.77,366.68,368.65,362.62,-,912.1,923.87,923.87,911.85,-,258.53,261.78,262.8,258.42,-,42.83,43.55,43.71,42.83,-,587.53,594.9,597.23,587.28,-,95.2,94.37,95.2,94.37,-,990.44,1015.45,1021.08,990.44,119.36M,5870.12,5927.18,5939.0,5856.98,63.16M,5731.27,5814.99,5832.06,5731.27,57.68M,2385.22,2443.68,2443.68,2385.22,88.15M,29.96,27.09,29.97,27.01,-
2011-11-01,5834.51,5934.54,5947.58,5762.26,291.72M,11657.96,11951.53,11951.76,11630.03,218.29M,3068.33,3162.57,3181.66,3057.26,265.74M,5421.57,5544.22,5544.22,5338.36,1.33B,8579.6,8775.4,8775.4,8480.9,270.05M,2606.96,2607.31,2638.6,2597.16,638.79M,8835.52,8880.75,8946.0,8831.69,103.77K,,,,,,,,,,,,,,,,353.64,353.63,354.08,344.65,-,911.71,911.49,913.45,911.49,-,258.54,258.38,259.01,258.38,-,42.83,42.81,42.91,42.81,-,587.55,587.2,588.62,587.2,-,95.21,95.08,95.32,95.08,-,945.86,963.64,969.35,940.95,168.95M,5654.27,5758.47,5758.47,5573.06,164.14M,5588.57,5618.58,5646.85,5522.18,84.62M,2259.73,2352.76,2352.76,2241.69,146.05M,34.77,36.03,37.53,33.87,-
2011-11-02,5965.63,5897.14,5990.56,5810.79,177.75M,11836.04,11658.49,11876.83,11658.49,154.14M,3110.59,3117.88,3134.83,3049.7,163.60M,5484.1,5421.57,5493.29,5383.37,1.36B,8574.5,8667.8,8690.8,8436.0,206.73M,2639.98,2637.56,2648.46,2613.74,522.79M,8640.42,8719.92,8719.92,8640.42,129.17K,,,,,,,,,,,,,,,,353.18,356.14,357.85,348.15,-,904.73,907.05,908.61,904.73,-,256.55,257.4,257.71,256.55,-,42.33,42.6,42.6,42.33,-,583.04,584.96,585.65,583.04,-,96.31,95.27,97.03,95.27,-,964.9,955.15,965.72,942.25,139.85M,5641.89,5704.53,5744.68,5606.11,116.59M,5611.05,5618.88,5643.86,5566.06,50.56M,2291.89,2278.7,2301.29,2240.16,120.58M,32.74,33.53,34.27,32.55,-
2011-11-03,6133.18,5835.36,6193.34,5832.03,237.53M,12044.47,11835.59,12065.93,11835.43,158.17M,3195.47,3039.57,3221.94,3029.44,227.67M,5545.64,5484.1,5564.54,5402.63,1.22B,8712.6,8425.0,8789.7,8407.2,269.54M,2697.97,2666.21,2699.84,2628.22,550.99M,,,,,,,,,,,,,,,,,,,,,361.36,348.44,362.33,347.87,-,903.5,904.46,905.1,903.33,-,255.92,256.49,256.64,255.92,-,42.42,42.32,42.42,42.31,-,581.59,582.89,583.23,581.59,-,94.0,96.26,96.26,94.0,-,979.78,947.67,989.62,947.39,128.13M,5806.61,5579.18,5808.13,5568.5,135.77M,5668.05,5547.07,5678.11,5546.31,66.65M,2347.94,2254.53,2373.0,2238.16,151.74M,30.5,31.38,34.65,30.21,-
2011-11-04,5966.16,6175.43,6175.43,5928.92,198.96M,11983.24,12043.41,12043.49,11850.31,126.15M,3123.55,3219.71,3228.11,3113.44,252.34M,5527.16,5545.64,5599.46,5495.38,873.17M,8596.4,8800.9,8800.9,8514.6,209.09M,2686.15,2678.16,2693.67,2655.12,461.04M,8801.4,8761.27,8814.71,8729.08,124.97K,,,,,,,,,,,,,,,,362.52,363.69,365.93,359.05,-,900.36,903.65,903.87,896.71,-,254.72,255.95,256.03,253.9,-,42.43,42.42,42.58,42.18,-,578.86,581.67,581.84,577.02,-,91.27,94.03,94.04,90.57,-,987.16,986.87,993.47,979.25,58.99M,5749.97,5856.52,5885.03,5714.14,132.03M,5659.83,5688.52,5711.29,5626.62,50.01M,2291.47,2355.96,2370.38,2278.75,119.81M,30.16,31.46,32.56,30.14,-
2011-11-07,5928.68,5905.93,6028.59,5835.09,158.21M,12068.39,11983.02,12074.44,11880.69,122.11M,3103.6,3087.98,3144.04,3053.1,206.32M,5510.82,5527.16,5557.76,5432.16,730.61M,8476.4,8436.9,8595.9,8311.6,209.08M,2695.25,2683.38,2697.02,2649.06,440.44M,8767.09,8771.82,8779.55,8741.25,100.03K,,,,,,,,,,,,,,,,364.81,361.2,368.2,359.22,-,903.85,900.38,903.85,895.75,-,256.08,254.72,256.08,253.66,-,42.64,42.43,42.64,42.19,-,581.95,578.87,581.95,576.46,-,92.02,91.28,92.02,91.28,-,968.39,970.07,984.74,960.98,110.54M,5762.32,5725.71,5796.25,5665.32,91.99M,5645.96,5630.32,5674.46,5603.66,43.92M,2275.92,2275.16,2307.18,2231.68,114.59M,29.85,31.4,32.15,29.85,-
2011-11-08,5961.44,5950.44,6087.06,5934.23,144.45M,12170.18,12055.52,12187.51,12002.17,144.95M,3143.3,3104.93,3193.62,3102.67,178.07M,5567.34,5510.82,5616.0,5509.57,885.00M,8518.5,8471.4,8652.1,8466.9,162.06M,2727.49,2712.08,2730.39,2680.93,469.14M,8655.51,8744.36,8772.04,8644.0,136.41K,,,,,,,,,,,,,,,,370.26,365.79,373.6,364.88,-,904.77,902.79,904.77,901.05,-,256.16,255.66,256.16,255.21,-,42.72,42.63,42.72,42.55,-,582.15,581.0,582.15,579.98,-,91.32,91.17,91.99,91.04,-,970.45,968.65,982.94,967.77,92.34M,5744.97,5785.81,5812.39,5744.84,106.78M,5682.65,5661.88,5725.11,5658.23,45.01M,2303.2,2279.44,2347.25,2276.68,102.00M,27.48,29.34,30.49,27.47,-
2011-11-09,5829.54,6045.87,6055.58,5767.26,251.01M,11780.94,12166.4,12166.4,11736.93,180.20M,3075.16,3170.16,3183.41,3046.36,206.96M,5460.38,5567.34,5615.84,5426.25,1.07B,8340.6,8609.3,8620.7,8251.0,227.94M,2621.65,2662.56,2672.34,2617.93,575.97M,8755.44,8724.6,8762.98,8678.78,137.44K,,,,,,,,,,,,,,,,369.24,372.66,376.82,366.11,-,896.47,904.75,904.95,894.43,-,253.7,256.16,256.2,253.13,-,42.38,42.72,42.72,42.3,-,576.55,582.13,582.24,575.25,-,89.69,91.32,91.36,89.33,-,946.72,977.31,979.96,936.86,132.74M,5673.27,5786.48,5795.59,5635.49,95.46M,5607.85,5726.57,5730.25,5584.28,59.92M,2249.39,2318.95,2334.11,2225.75,145.42M,36.16,31.32,36.43,30.98,-
2011-11-10,5867.81,5732.32,5934.31,5721.97,201.64M,11893.79,11780.03,11961.14,11779.88,168.47M,3064.84,3011.39,3122.29,3008.73,185.76M,5444.82,5460.38,5497.2,5360.19,799.97M,8310.9,8226.8,8464.5,8211.3,191.50M,2625.15,2652.01,2652.4,2601.79,500.67M,8500.8,8597.28,8600.21,8500.67,149.92K,,,,,,,,,,,,,,,,365.28,362.01,370.55,361.13,-,890.21,896.5,896.5,890.17,-,251.78,253.7,253.7,251.74,-,42.12,42.38,42.38,42.12,-,572.18,576.56,576.56,572.11,-,88.32,89.7,89.7,88.22,-,945.9,927.83,957.03,925.21,111.91M,5646.22,5584.7,5714.13,5584.7,206.66M,5565.78,5544.97,5628.6,5537.16,51.76M,2254.92,2223.49,2291.31,2211.37,125.69M,32.81,33.09,35.5,32.12,-
2011-11-11,6057.03,5881.49,6065.29,5855.12,144.52M,12153.68,11896.28,12179.72,11896.28,134.52M,3149.38,3070.33,3154.98,3057.04,142.16M,5545.38,5444.82,5548.75,5439.81,715.72M,8556.1,8301.7,8580.1,8263.2,192.93M,2678.75,2653.53,2684.67,2649.85,401.44M,8514.47,8545.92,8566.49,8485.77,124.86K,,,,,,,,,,,,,,,,373.08,368.07,373.17,366.03,-,886.6,890.33,891.21,884.17,-,250.17,251.78,251.93,249.69,-,41.73,42.13,42.13,41.73,-,568.53,572.19,572.53,567.44,-,89.11,88.25,89.11,88.09,-,976.51,950.31,978.8,942.63,91.87M,5582.63,5505.5,5622.48,5467.55,246.50M,5649.03,5588.78,5662.1,5568.96,38.78M,2324.81,2259.32,2329.54,2252.03,113.33M,30.04,29.91,30.42,29.45,-
2011-11-14,5985.02,6097.27,6116.07,5934.09,133.94M,12078.98,12153.0,12170.56,12027.03,119.61M,3108.95,3169.43,3174.32,3090.23,131.61M,5519.04,5545.38,5575.19,5489.25,687.68M,8372.2,8615.8,8616.9,8341.5,154.80M,2657.22,2671.11,2682.13,2647.48,356.72M,8603.7,8631.28,8655.31,8595.43,104.33K,,,,,,,,,,,,,,,,375.54,374.97,376.46,373.23,-,894.38,886.71,894.38,886.71,-,251.87,250.2,251.87,250.2,-,42.02,41.73,42.06,41.73,-,572.39,568.59,572.39,568.59,-,89.64,89.13,89.64,89.12,-,962.91,983.15,985.48,959.47,90.16M,5549.3,5617.44,5619.12,5520.83,104.93M,5661.71,5675.52,5682.61,5618.52,36.53M,2288.32,2333.27,2344.81,2273.83,111.77M,31.13,31.42,32.85,31.13,-
